_BACKGROUND,5p,10p,15p
SORCS3,SORCS3,SORCS3,SORCS3
THOC2,THOC2,THOC2,THOC2
CTNND2,CTNND2,CTNND2,CTNND2
KCNK1,KCNK1,KCNK1,KCNK1
PELI2,PELI2,PELI2,PELI2
PLEKHA1,PLEKHA1,PLEKHA1,PLEKHA1
DGKH,DGKH,DGKH,DGKH
RBM24,RBM24,RBM24,RBM24
LINC01301,LINC01301,LINC01301,LINC01301
SLC12A5,SLC12A5,SLC12A5,SLC12A5
STEAP2,STEAP2,STEAP2,STEAP2
ADARB1,ADARB1,ADARB1,ADARB1
THSD7B,THSD7B,THSD7B,THSD7B
SNAP25-AS1,SNAP25-AS1,SNAP25-AS1,SNAP25-AS1
GRIN2A,GRIN2A,GRIN2A,GRIN2A
ZBTB25,ZBTB25,ZBTB25,ZBTB25
PLS1,PLS1,PLS1,PLS1
SLC12A8,SLC12A8,SLC12A8,SLC12A8
DCX,DCX,DCX,DCX
ZNF891,ZNF891,ZNF891,ZNF891
NETO2,NETO2,NETO2,NETO2
PRKCE,PRKCE,PRKCE,PRKCE
GABRG3,GABRG3,GABRG3,GABRG3
BBS9,BBS9,BBS9,BBS9
KAZN,KAZN,KAZN,KAZN
SFMBT2,SFMBT2,SFMBT2,SFMBT2
SERTAD2,SERTAD2,SERTAD2,SERTAD2
RIMS1,RIMS1,RIMS1,RIMS1
HMGCS1,HMGCS1,HMGCS1,HMGCS1
SOX5,SOX5,SOX5,SOX5
ATP10B,ATP10B,ATP10B,ATP10B
TCF4,TCF4,TCF4,TCF4
MARCH11,MARCH11,MARCH11,MARCH11
ARNT2,ARNT2,ARNT2,ARNT2
PPFIA2,PPFIA2,PPFIA2,PPFIA2
RAPGEF5,RAPGEF5,RAPGEF5,RAPGEF5
HDAC2,HDAC2,HDAC2,HDAC2
LINC00507,LINC00507,LINC00507,LINC00507
PDE10A,PDE10A,PDE10A,PDE10A
CDC14B,CDC14B,CDC14B,CDC14B
FRAS1,FRAS1,FRAS1,FRAS1
PPP4R4,PPP4R4,PPP4R4,PPP4R4
PKNOX2,PKNOX2,PKNOX2,PKNOX2
CRISPLD1,CRISPLD1,CRISPLD1,CRISPLD1
EFNA5,EFNA5,EFNA5,EFNA5
HECA,HECA,HECA,HECA
ZC4H2,ZC4H2,ZC4H2,ZC4H2
