_BACKGROUND,5p,10p,15p
PDE8B,PDE8B,PDE8B,PDE8B
CA10,CA10,CA10,CA10
CDH18,CDH18,CDH18,CDH18
TMEM108,TMEM108,TMEM108,TMEM108
NTRK2,NTRK2,NTRK2,NTRK2
FSIP1,FSIP1,FSIP1,FSIP1
GRIA3,GRIA3,GRIA3,GRIA3
TLN2,TLN2,TLN2,TLN2
CFAP161,CFAP161,CFAP161,CFAP161
KDM4A,KDM4A,KDM4A,KDM4A
C10orf67,C10orf67,C10orf67,C10orf67
FMN1,FMN1,FMN1,FMN1
GULP1,GULP1,GULP1,GULP1
ANO3,ANO3,ANO3,ANO3
LINC01923,LINC01923,LINC01923,LINC01923
NETO2,NETO2,NETO2,NETO2
ST6GALNAC5,ST6GALNAC5,ST6GALNAC5,ST6GALNAC5
TDRD9,TDRD9,TDRD9,TDRD9
ZMIZ1-AS1,ZMIZ1-AS1,ZMIZ1-AS1,ZMIZ1-AS1
PRSS23,PRSS23,PRSS23,PRSS23
CCNT2-AS1,CCNT2-AS1,CCNT2-AS1,CCNT2-AS1
PTH2R,PTH2R,PTH2R,PTH2R
MPP7,MPP7,MPP7,MPP7
CSMD2,CSMD2,CSMD2,CSMD2
OPRD1,OPRD1,OPRD1,OPRD1
CACNA1E,CACNA1E,CACNA1E,CACNA1E
IQCJ-SCHIP1,IQCJ-SCHIP1,IQCJ-SCHIP1,IQCJ-SCHIP1
DCDC2,DCDC2,DCDC2,DCDC2
LINC01476,LINC01476,LINC01476,LINC01476
LAMB1,LAMB1,LAMB1,LAMB1
TRIM71,TRIM71,TRIM71,TRIM71
GNG2,GNG2,GNG2,GNG2
FAT3,FAT3,FAT3,FAT3
EPHA10,EPHA10,EPHA10,EPHA10
MAN1C1,MAN1C1,MAN1C1,MAN1C1
KCNC2,KCNC2,KCNC2,KCNC2
RTN4RL1,RTN4RL1,RTN4RL1,RTN4RL1
CNTN3,CNTN3,CNTN3,CNTN3
CERS6,CERS6,CERS6,CERS6
HTR2A,HTR2A,HTR2A,HTR2A
NWD2,NWD2,NWD2,NWD2
TRAF3,TRAF3,TRAF3,TRAF3
C16orf95,C16orf95,C16orf95,C16orf95
CNR1,CNR1,CNR1,CNR1
STARD4-AS1,STARD4-AS1,STARD4-AS1,STARD4-AS1
CADPS,CADPS,CADPS,CADPS
EML6,EML6,EML6,EML6
FHOD3,FHOD3,FHOD3,FHOD3
GCNT4,GCNT4,GCNT4,GCNT4
CCDC85A,CCDC85A,CCDC85A,CCDC85A
CNTN4,CNTN4,CNTN4,CNTN4
STS,STS,STS,STS
TNR,TNR,TNR,TNR
ATF7IP2,ATF7IP2,ATF7IP2,ATF7IP2
PVT1,PVT1,PVT1,PVT1
MAN1A1,MAN1A1,MAN1A1,MAN1A1
SPTSSB,SPTSSB,SPTSSB,SPTSSB
RGS7BP,RGS7BP,RGS7BP,RGS7BP
BTC,BTC,BTC,BTC
ATP1B3,ATP1B3,ATP1B3,ATP1B3
ADAM32,ADAM32,ADAM32,ADAM32
LINC02389,LINC02389,LINC02389,LINC02389
ZCCHC17,ZCCHC17,ZCCHC17,ZCCHC17
IGSF21,IGSF21,IGSF21,IGSF21
ADAM29,ADAM29,ADAM29,ADAM29
LRFN2,LRFN2,LRFN2,LRFN2
NOX5,NOX5,NOX5,NOX5
DLGAP1-AS4,DLGAP1-AS4,DLGAP1-AS4,DLGAP1-AS4
ARHGAP26,ARHGAP26,ARHGAP26,ARHGAP26
PDZRN3,PDZRN3,PDZRN3,PDZRN3
STAT4,STAT4,STAT4,STAT4
CDH8,CDH8,CDH8,CDH8
TOM1L1,TOM1L1,TOM1L1,TOM1L1
XYLT1,XYLT1,XYLT1,XYLT1
RIMBP2,RIMBP2,RIMBP2,RIMBP2
COL26A1,COL26A1,COL26A1,COL26A1
ELAVL2,ELAVL2,ELAVL2,ELAVL2
FGF5,FGF5,FGF5,FGF5
FAM135B,FAM135B,FAM135B,FAM135B
PLXNA2,PLXNA2,PLXNA2,PLXNA2
ADARB1,ADARB1,ADARB1,ADARB1
RORB-AS1,RORB-AS1,RORB-AS1,RORB-AS1
CADPS2,CADPS2,CADPS2,CADPS2
CFAP61,CFAP61,CFAP61,CFAP61
GRM1,GRM1,GRM1,GRM1
CCDC175,CCDC175,CCDC175,CCDC175
PCED1B,PCED1B,PCED1B,PCED1B
L3MBTL3,L3MBTL3,L3MBTL3,L3MBTL3
SLC26A4,SLC26A4,SLC26A4,SLC26A4
CLDN16,CLDN16,CLDN16,CLDN16
SLC12A8,SLC12A8,SLC12A8,SLC12A8
PAK5,PAK5,PAK5,PAK5
KCNN2,KCNN2,KCNN2,KCNN2
SPON2,SPON2,SPON2,SPON2
DLGAP3,DLGAP3,DLGAP3,DLGAP3
PARM1,PARM1,PARM1,PARM1
ZFPM2,ZFPM2,ZFPM2,ZFPM2
MTA3,MTA3,MTA3,MTA3
ATF2,ATF2,ATF2,ATF2
C3orf67-AS1,C3orf67-AS1,C3orf67-AS1,C3orf67-AS1
LINC02458,LINC02458,LINC02458,LINC02458
CELF6,CELF6,CELF6,CELF6
TMEM150C,TMEM150C,TMEM150C,TMEM150C
CPEB2,CPEB2,CPEB2,CPEB2
LINC01205,LINC01205,LINC01205,LINC01205
PPP1R14C,PPP1R14C,PPP1R14C,PPP1R14C
TIGD4,TIGD4,TIGD4,TIGD4
SHROOM3,SHROOM3,SHROOM3,SHROOM3
HCN1,HCN1,HCN1,HCN1
TRIM36,TRIM36,TRIM36,TRIM36
THRB-AS1,THRB-AS1,THRB-AS1,THRB-AS1
TBPL1,TBPL1,TBPL1,TBPL1
ARHGAP20,ARHGAP20,ARHGAP20,ARHGAP20
